Acc	AttrName	AttrVal
SAMN08049432	disease	none
SAMN08049431	disease	none
SAMN08049430	disease	none
SAMN08049429	disease	none
SAMN08049428	disease	none
SAMN08049427	disease	none
SAMN08049426	disease	none
SAMN08049425	disease	none
SAMN08049424	disease	none
SAMN08049423	disease	none
SAMN08049422	disease	none
SAMN08049421	disease	none
SAMN08049420	disease	none
SAMN08049419	disease	none
SAMN08049418	disease	none
SAMN08049417	disease	none
SAMN08049416	disease	none
SAMN08049415	disease	none
SAMN08049414	disease	none
SAMN08049413	disease	none
SAMN08049412	disease	none
SAMN08049411	disease	none
SAMN08049410	disease	none
SAMN08049409	disease	none
SAMN08049408	disease	none
SAMN08049407	disease	none
SAMN08049406	disease	none
SAMN08049405	disease	none
SAMN08049404	disease	none
SAMN08049403	disease	none
SAMN08049402	disease	none
SAMN08049401	disease	none
SAMN08049400	disease	none
SAMN08049399	disease	none
SAMN08049398	disease	none
SAMN08049397	disease	none
SAMN08049396	disease	none
SAMN08049395	disease	none
SAMN08049394	disease	none
SAMN08049393	disease	none
SAMN08049392	disease	none
SAMN08049391	disease	none
SAMN08049390	disease	none
SAMN08049389	disease	none
SAMN08049388	disease	none
SAMN08049387	disease	none
SAMN08049386	disease	none
SAMN08049385	disease	none
SAMN08049384	disease	none
SAMN08049383	disease	none
SAMN08049382	disease	none
SAMN08049381	disease	none
SAMN08049380	disease	none
SAMN08049379	disease	none
SAMN08049378	disease	none
SAMN08049377	disease	none
SAMN08049376	disease	none
SAMN08049375	disease	none
SAMN08049374	disease	none
SAMN08049373	disease	none
SAMN08049372	disease	none
SAMN08049371	disease	none
SAMN08049370	disease	none
SAMN08049369	disease	none
SAMN08049368	disease	none
SAMN08049367	disease	none
SAMN08049366	disease	none
SAMN08049365	disease	none
SAMN08049364	disease	none
SAMN08049363	disease	none
SAMN08049362	disease	none
SAMN08049361	disease	none
SAMN08049360	disease	none
SAMN08049359	disease	none
SAMN08049358	disease	none
SAMN08049357	disease	none
SAMN08049356	disease	none
SAMN08049355	disease	none
SAMN08049354	disease	none
SAMN08049353	disease	none
SAMN08049352	disease	none
SAMN08049351	disease	none
SAMN08049350	disease	none
SAMN08049349	disease	none
SAMN08049348	disease	none
SAMN08049347	disease	none
SAMN08049346	disease	none
SAMN08049345	disease	none
SAMN08049344	disease	none
SAMN08049343	disease	none
SAMN08049342	disease	none
SAMN08049341	disease	none
SAMN08049340	disease	none
SAMN08049339	disease	none
SAMN08049338	disease	none
SAMN08049337	disease	none
SAMN08049336	disease	none
SAMN08049335	disease	none
SAMN08049334	disease	none
SAMN08049333	disease	none
SAMN08049332	disease	none
SAMN08049331	disease	none
SAMN08049330	disease	none
SAMN08049329	disease	none
SAMN08049328	disease	none
SAMN08049327	disease	none
SAMN08049326	disease	none
SAMN08049325	disease	none
SAMN08049324	disease	none
SAMN08049323	disease	none
SAMN08049322	disease	none
SAMN08049321	disease	none
SAMN08049320	disease	none
SAMN08049319	disease	none
SAMN08049318	disease	none
SAMN08049317	disease	none
SAMN08049316	disease	none
SAMN08049315	disease	none
SAMN08048935	disease	Cervical cancer
SAMN08048934	disease	Cervical cancer
SAMN08048933	disease	Cervical cancer
SAMN08048932	disease	Cervical cancer
SAMN08048931	disease	Cervical cancer
SAMN08048930	disease	Cervical cancer
SAMN08048929	disease	Cervical cancer
SAMN08048928	disease	Cervical cancer
SAMN08048927	disease	Cervical cancer
SAMN08048926	disease	Cervical cancer
SAMN08048925	disease	Cervical cancer
SAMN08048924	disease	Cervical cancer
SAMN08048923	disease	Cervical cancer
SAMN08048922	disease	Cervical cancer
SAMN08048921	disease	Cervical cancer
SAMN08048920	disease	Cervical cancer
SAMN08048919	disease	Cervical cancer
SAMN08048918	disease	Cervical cancer
SAMN08048917	disease	Cervical cancer
SAMN08048916	disease	Cervical cancer
SAMN08048915	disease	Cervical cancer
SAMN08048914	disease	Cervical cancer
SAMN08048913	disease	Cervical cancer
SAMN08048912	disease	Cervical cancer
SAMN08048911	disease	Cervical cancer
SAMN08048910	disease	Cervical cancer
SAMN08048909	disease	Cervical cancer
SAMN08048908	disease	Cervical cancer
SAMN08048907	disease	Cervical cancer
SAMN08048906	disease	Cervical cancer
SAMN08048905	disease	Cervical cancer
SAMN08048904	disease	Cervical cancer
SAMN08048903	disease	Cervical cancer
SAMN08048902	disease	Cervical cancer
SAMN08048901	disease	Cervical cancer
SAMN08040568	disease	glioblastoma
SAMN08040567	disease	gliolbastoma
SAMN06883228	disease	Healthy
SAMN06883227	disease	Healthy
SAMN06883226	disease	Healthy
SAMN06883225	disease	Healthy
SAMN06883224	disease	Healthy
SAMN06883223	disease	Hutchinson-Gilford progeria syndrome
SAMN06883222	disease	Hutchinson-Gilford progeria syndrome
SAMN06883221	disease	Healthy
SAMN06883220	disease	Healthy
SAMN06883219	disease	Healthy
SAMN06883218	disease	Healthy
SAMN06883217	disease	Healthy
SAMN06883216	disease	Healthy
SAMN06883215	disease	Healthy
SAMN06883214	disease	Hutchinson-Gilford progeria syndrome
SAMN06883213	disease	Healthy
SAMN06883212	disease	Healthy
SAMN06883211	disease	Rothmund-Thomson syndrome
SAMN06883210	disease	Healthy
SAMN06883209	disease	Healthy
SAMN06883208	disease	Healthy
SAMN06883207	disease	Healthy
SAMN06883206	disease	Healthy
SAMN06883205	disease	Healthy
SAMN06883204	disease	Hutchinson-Gilford progeria syndrome
SAMN06883203	disease	Hutchinson-Gilford progeria syndrome
SAMN06883202	disease	Hutchinson-Gilford progeria syndrome
SAMN06883201	disease	Healthy
SAMN06883200	disease	Rothmund-Thomson syndrome
SAMN06883199	disease	Healthy
SAMN06883198	disease	Healthy
SAMN06883197	disease	Hutchinson-Gilford progeria syndrome
SAMN06883196	disease	Hutchinson-Gilford progeria syndrome
SAMN06883195	disease	Hutchinson-Gilford progeria syndrome
SAMN06883194	disease	Hutchinson-Gilford progeria syndrome
SAMN06883193	disease	Hutchinson-Gilford progeria syndrome
SAMN06883192	disease	Healthy
SAMN06883191	disease	Healthy
SAMN06883190	disease	Healthy
SAMN06883189	disease	Healthy
SAMN06883188	disease	Healthy
SAMN06883187	disease	Healthy
SAMN06883186	disease	Rothmund-Thomson syndrome
SAMN06883185	disease	Healthy
SAMN06883184	disease	Healthy
SAMN06883183	disease	Healthy
SAMN06883182	disease	Healthy
SAMN06883181	disease	Healthy
SAMN06883180	disease	Healthy
SAMN06883179	disease	Healthy
SAMN06883178	disease	Hutchinson-Gilford progeria syndrome
SAMN06883177	disease	Hutchinson-Gilford progeria syndrome
SAMN06883176	disease	Hutchinson-Gilford progeria syndrome
SAMN06883175	disease	Hutchinson-Gilford progeria syndrome
SAMN06883174	disease	Rothmund-Thomson syndrome
SAMN06883173	disease	Rothmund-Thomson syndrome
SAMN06883172	disease	Healthy
SAMN06883171	disease	Healthy
SAMN06883170	disease	Healthy
SAMN06883169	disease	Healthy
SAMN06883168	disease	Healthy
SAMN06883167	disease	Healthy
SAMN06883166	disease	Healthy
SAMN06883165	disease	Healthy
SAMN06883164	disease	Healthy
SAMN06883163	disease	Healthy
SAMN06883162	disease	Healthy
SAMN06883161	disease	Healthy
SAMN06883160	disease	Hutchinson-Gilford progeria syndrome
SAMN06883159	disease	Rothmund-Thomson syndrome
SAMN07446323	disease	healthy
SAMN07446322	disease	primary antiphospholipid syndrome
SAMN07446321	disease	primary antiphospholipid syndrome
SAMN07446320	disease	primary antiphospholipid syndrome
SAMN07446319	disease	primary antiphospholipid syndrome
SAMN07446318	disease	primary antiphospholipid syndrome
SAMN07446317	disease	primary antiphospholipid syndrome
SAMN07446316	disease	primary antiphospholipid syndrome
SAMN07446315	disease	primary antiphospholipid syndrome
SAMN07446314	disease	primary antiphospholipid syndrome
SAMN07446313	disease	healthy
SAMN07446312	disease	healthy
SAMN07446311	disease	healthy
SAMN07446310	disease	healthy
SAMN07446309	disease	healthy
SAMN07446308	disease	healthy
SAMN07446307	disease	healthy
SAMN07446306	disease	healthy
SAMN04160042	disease	leukemia
SAMN07459441	disease	leukemia
SAMN07459440	disease	leukemia
SAMN07459439	disease	leukemia
SAMN07459438	disease	leukemia
SAMN07459437	disease	leukemia
SAMN07459436	disease	Leukemia
SAMN07604530	disease	DOID:3008
SAMN07730893	disease	na
SAMN07730892	disease	na
SAMN07730891	disease	na
SAMN07730890	disease	na
SAMN07730889	disease	na
SAMN07730888	disease	na
SAMN07730887	disease	na
SAMN07730886	disease	na
SAMN07730885	disease	na
SAMN07730884	disease	na
SAMN07730883	disease	na
SAMN07730882	disease	na
SAMN07730881	disease	na
SAMN07730880	disease	na
SAMN07730879	disease	na
SAMN07730878	disease	na
SAMN07730877	disease	na
SAMN07730876	disease	na
SAMN07730875	disease	na
SAMN07730874	disease	na
SAMN07730873	disease	na
SAMN07730872	disease	na
SAMN07730871	disease	na
SAMN07730870	disease	na
SAMN07730869	disease	na
SAMN07730868	disease	na
SAMN07730867	disease	na
SAMN07730866	disease	na
SAMN07730865	disease	na
SAMN07730864	disease	na
SAMN07730863	disease	na
SAMN07730862	disease	na
SAMN07730861	disease	na
SAMN07730860	disease	na
SAMN07730859	disease	na
SAMN07730858	disease	na
SAMN07730857	disease	na
SAMN07730856	disease	na
SAMN07730855	disease	na
SAMN07730854	disease	na
SAMN07730853	disease	na
SAMN07730852	disease	na
SAMN07730851	disease	na
SAMN07730850	disease	na
SAMN07730849	disease	na
SAMN07730848	disease	na
SAMN07730847	disease	na
SAMN07730846	disease	na
SAMN07730845	disease	na
SAMN07730844	disease	na
SAMN07730843	disease	na
SAMN07730842	disease	na
SAMN07730841	disease	na
SAMN07730840	disease	na
SAMN07730839	disease	na
SAMN07730838	disease	na
SAMN07730837	disease	na
SAMN07730836	disease	na
SAMN07730835	disease	na
SAMN07730834	disease	na
SAMN07730833	disease	na
SAMN07730832	disease	na
SAMN07730831	disease	na
SAMN07730830	disease	na
SAMN07730829	disease	na
SAMN07730828	disease	na
SAMN07730827	disease	na
SAMN07730826	disease	na
SAMN07730825	disease	na
SAMN07730824	disease	na
SAMN07730823	disease	na
SAMN07730822	disease	na
SAMN07730821	disease	na
SAMN07730820	disease	na
SAMN07730819	disease	na
SAMN07730818	disease	na
SAMN07730817	disease	na
SAMN07730816	disease	na
SAMN07730815	disease	na
SAMN07730814	disease	na
SAMN07730813	disease	na
SAMN07730812	disease	na
SAMN07730811	disease	na
SAMN07730810	disease	na
SAMN07730809	disease	na
SAMN07730808	disease	na
SAMN07730807	disease	na
SAMN07730806	disease	na
SAMN07730805	disease	na
SAMN07730804	disease	na
SAMN07730803	disease	na
SAMN07730802	disease	na
SAMN07730801	disease	na
SAMN07730800	disease	na
SAMN07974223	disease	non-small cell lung cancer
SAMN07974222	disease	non-small cell lung cancer
SAMN07974221	disease	non-small cell lung cancer
SAMN07974220	disease	non-small cell lung cancer
SAMN07484759	disease	Hemolytic anemia
SAMN07791415	disease	intellectual disability
SAMN07956178	disease	cirrhosis
SAMN07956177	disease	cirrhosis
SAMN07956176	disease	cirrhosis
SAMN07956175	disease	cirrhosis
SAMN07956174	disease	cirrhosis
SAMN07956173	disease	cirrhosis
SAMN07956172	disease	cirrhosis
SAMN07956171	disease	cirrhosis
SAMN07956170	disease	cirrhosis
SAMN07956169	disease	cirrhosis
SAMN07956168	disease	cirrhosis
SAMN07956167	disease	cirrhosis
SAMN07956166	disease	cirrhosis
SAMN07956165	disease	cirrhosis
SAMN07956164	disease	cirrhosis
SAMN07956163	disease	cirrhosis
SAMN07956162	disease	cirrhosis
SAMN07956161	disease	cirrhosis
SAMN07956160	disease	cirrhosis
SAMN07956159	disease	cirrhosis
SAMN07956158	disease	hepatitis
SAMN07956157	disease	hepatitis
SAMN07956156	disease	hepatitis
SAMN07956155	disease	hepatitis
SAMN07956154	disease	hepatitis
SAMN07956153	disease	hepatitis
SAMN07956152	disease	hepatitis
SAMN07956151	disease	hepatitis
SAMN07956150	disease	hepatitis
SAMN07956149	disease	hepatitis
SAMN07956148	disease	hepatitis
SAMN07956147	disease	hepatitis
SAMN07956146	disease	hepatitis
SAMN07956145	disease	hepatitis
SAMN07956144	disease	hepatitis
SAMN07956143	disease	hepatitis
SAMN07956142	disease	hepatitis
SAMN07956141	disease	hepatitis
SAMN07956140	disease	hepatitis
SAMN07956139	disease	hepatitis
SAMN07956138	disease	liver cancer
SAMN07956137	disease	liver cancer
SAMN07956136	disease	liver cancer
SAMN07956135	disease	liver cancer
SAMN07956134	disease	liver cancer
SAMN07956133	disease	liver cancer
SAMN07956132	disease	liver cancer
SAMN07956131	disease	liver cancer
SAMN07956130	disease	liver cancer
SAMN07956129	disease	liver cancer
SAMN07956128	disease	liver cancer
SAMN07956127	disease	liver cancer
SAMN07956126	disease	liver cancer
SAMN07956125	disease	liver cancer
SAMN07956124	disease	liver cancer
SAMN07956123	disease	liver cancer
SAMN07956122	disease	liver cancer
SAMN07956121	disease	liver cancer
SAMN07956120	disease	liver cancer
SAMN07956119	disease	liver cancer
SAMN07956118	disease	liver cancer
SAMN07956117	disease	liver cancer
SAMN07956116	disease	liver cancer
SAMN07956115	disease	liver cancer
SAMN07956114	disease	liver cancer
SAMN07956113	disease	liver cancer
SAMN07956112	disease	liver cancer
SAMN07956111	disease	liver cancer
SAMN07956110	disease	liver cancer
SAMN07956109	disease	liver cancer
SAMN07956108	disease	liver cancer
SAMN07956107	disease	liver cancer
SAMN07956106	disease	liver cancer
SAMN07956105	disease	liver cancer
SAMN07956104	disease	liver cancer
SAMN07956103	disease	liver cancer
SAMN07956102	disease	liver cancer
SAMN07956101	disease	liver cancer
SAMN07956100	disease	liver cancer
SAMN07956099	disease	liver cancer
SAMN07956098	disease	liver cancer
SAMN07956097	disease	liver cancer
SAMN07956096	disease	liver cancer
SAMN07956095	disease	liver cancer
SAMN07956094	disease	liver cancer
SAMN07956093	disease	liver cancer
SAMN07956092	disease	liver cancer
SAMN07956091	disease	liver cancer
SAMN07956090	disease	liver cancer
SAMN07956089	disease	liver cancer
SAMN07956088	disease	liver cancer
SAMN07956087	disease	liver cancer
SAMN07956086	disease	liver cancer
SAMN07956085	disease	liver cancer
SAMN07956084	disease	liver cancer
SAMN07956083	disease	liver cancer
SAMN07956082	disease	liver cancer
SAMN07956081	disease	liver cancer
SAMN07956080	disease	liver cancer
SAMN07956079	disease	liver cancer
SAMN07956078	disease	liver cancer
SAMN07956077	disease	liver cancer
SAMN07956076	disease	liver cancer
SAMN07956075	disease	liver cancer
SAMN07956074	disease	liver cancer
SAMN07956073	disease	liver cancer
SAMN07956072	disease	liver cancer
SAMN07956071	disease	liver cancer
SAMN07956070	disease	liver cancer
SAMN07956069	disease	liver cancer
SAMN07956068	disease	liver cancer
SAMN07956067	disease	liver cancer
SAMN07956066	disease	liver cancer
SAMN07956065	disease	liver cancer
SAMN07956064	disease	liver cancer
SAMN07956063	disease	liver cancer
SAMN07956062	disease	liver cancer
SAMN07956061	disease	liver cancer
SAMN07956060	disease	liver cancer
SAMN07956059	disease	liver cancer
SAMN07956058	disease	liver cancer
SAMN07956057	disease	liver cancer
SAMN07956056	disease	liver cancer
SAMN07956055	disease	liver cancer
SAMN07956054	disease	liver cancer
SAMN07956053	disease	liver cancer
SAMN07956052	disease	liver cancer
SAMN07956051	disease	liver cancer
SAMN07956050	disease	liver cancer
SAMN07956049	disease	liver cancer
SAMN07956048	disease	liver cancer
SAMN07956047	disease	liver cancer
SAMN07956046	disease	liver cancer
SAMN07956045	disease	liver cancer
SAMN07956044	disease	liver cancer
SAMN07956043	disease	liver cancer
SAMN07956042	disease	liver cancer
SAMN07956041	disease	liver cancer
SAMN07956040	disease	liver cancer
SAMN07956039	disease	liver cancer
SAMN07956038	disease	liver cancer
SAMN07956037	disease	liver cancer
SAMN07956036	disease	liver cancer
SAMN07956035	disease	liver cancer
SAMEA104158736	disease	colon carcinoma
SAMEA104158733	disease	colon carcinoma
SAMEA104158728	disease	colon carcinoma
SAMEA104364639	disease	normal
SAMEA104364637	disease	normal
SAMEA104364627	disease	normal
SAMEA104364625	disease	normal
SAMEA104364622	disease	normal
SAMEA104364619	disease	normal
SAMEA104364616	disease	normal
SAMEA104364607	disease	normal
SAMEA104364601	disease	normal
SAMEA104364600	disease	normal
SAMN07947905	disease	PCa
SAMN07947904	disease	PCa
SAMN07947903	disease	PCa
SAMN07947902	disease	PCa
SAMN07947901	disease	PCa
SAMN07947900	disease	PCa
SAMN07947899	disease	PCa
SAMN07947898	disease	PCa
SAMN07947897	disease	PCa
SAMN07947896	disease	PCa
SAMN07947895	disease	PCa
SAMN07947894	disease	PCa
SAMN07947893	disease	PCa
SAMN07947892	disease	PCa
SAMN07947891	disease	PCa
SAMN07947890	disease	PCa
SAMN07947889	disease	PCa
SAMN07947888	disease	PCa
SAMN07947887	disease	PCa
SAMN07947886	disease	PCa
SAMN07947531	disease	non-diseased
SAMN07947530	disease	Multiple Sclerosis
SAMN07947529	disease	non-diseased
SAMN07947528	disease	non-diseased
SAMN07947527	disease	Multiple Sclerosis
SAMN07947526	disease	non-diseased
SAMN07947525	disease	non-diseased
SAMN07947524	disease	Multiple Sclerosis
SAMN07947523	disease	non-diseased
SAMN07947522	disease	non-diseased
SAMN07947521	disease	non-diseased
SAMN07947520	disease	Multiple Sclerosis
SAMN07947519	disease	non-diseased
SAMN07947518	disease	non-diseased
SAMN07947517	disease	non-diseased
SAMN07947516	disease	Multiple Sclerosis
SAMN07947515	disease	non-diseased
SAMN07947514	disease	non-diseased
SAMN07947513	disease	non-diseased
SAMN07947512	disease	Multiple Sclerosis
SAMN07947511	disease	non-diseased
SAMN07947510	disease	non-diseased
SAMN07947509	disease	Multiple Sclerosis
SAMN07947508	disease	non-diseased
SAMN07947507	disease	non-diseased
SAMN07947506	disease	non-diseased
SAMN07947505	disease	Multiple Sclerosis
SAMN07947504	disease	non-diseased
SAMN07503767	disease	atopic dermatitis (AD)
SAMN07503766	disease	atopic dermatitis (AD)
SAMN07503765	disease	atopic dermatitis (AD)
SAMN07503764	disease	atopic dermatitis (AD)
SAMN07503763	disease	atopic dermatitis (AD)
SAMN07503762	disease	atopic dermatitis (AD)
SAMN07503761	disease	atopic dermatitis (AD)
SAMN07503760	disease	atopic dermatitis (AD)
SAMN07503759	disease	atopic dermatitis (AD)
SAMN07503758	disease	ichthyosis vulgaris (IV)
SAMN07503757	disease	ichthyosis vulgaris (IV)
SAMN07503756	disease	ichthyosis vulgaris (IV)
SAMN07503755	disease	ichthyosis vulgaris (IV)
SAMN07503754	disease	control (CO)
SAMN07503753	disease	control (CO)
SAMN07503752	disease	control (CO)
SAMN07503751	disease	control (CO)
SAMN07503750	disease	control (CO)
SAMN07503749	disease	control (CO)
SAMN07503748	disease	control (CO)
SAMN07503747	disease	control (CO)
SAMN07503746	disease	control (CO)
SAMN07503745	disease	ichthyosis vulgaris (IV)
SAMN07503744	disease	ichthyosis vulgaris (IV)
SAMN07503743	disease	atopic dermatitis (AD)
SAMN07503742	disease	ichthyosis vulgaris (IV)
SAMN07503741	disease	atopic dermatitis (AD)
SAMN07503740	disease	atopic dermatitis (AD)
SAMN07503739	disease	atopic dermatitis (AD)
SAMN07326142	disease	Colorectal carcinoma
SAMN07326141	disease	Colorectal carcinoma
SAMN07326140	disease	Colorectal carcinoma
SAMN07326139	disease	Colorectal carcinoma
SAMN07326138	disease	Colorectal carcinoma
SAMN07326137	disease	Colorectal carcinoma
SAMN07326136	disease	Colorectal carcinoma
SAMN07326135	disease	Colorectal carcinoma
SAMN07326134	disease	Colorectal carcinoma
SAMN07326133	disease	Colorectal carcinoma
SAMN07326132	disease	Colorectal carcinoma
SAMN07326131	disease	Colorectal carcinoma
SAMN07326130	disease	Colorectal carcinoma
SAMN07326129	disease	Colorectal carcinoma
SAMN07326128	disease	Colorectal carcinoma
SAMN07326127	disease	Colorectal carcinoma
SAMN07326126	disease	Colorectal carcinoma
SAMN07326125	disease	Colorectal carcinoma
SAMN07326124	disease	Colorectal carcinoma
SAMN07326123	disease	Colorectal carcinoma
SAMN05877095	disease	HCC
SAMN05877094	disease	HCC
SAMN05877093	disease	HCC
SAMN05877092	disease	HCC
SAMN05877091	disease	HCC
SAMN05877090	disease	HCC
SAMN05877089	disease	HCC
SAMN05877088	disease	HCC
SAMN05877087	disease	HCC
SAMN07842038	disease	DOID:3008
SAMN07842035	disease	DOID:3008
SAMN07842034	disease	DOID:3008
SAMN07949290	disease	adenocarcinoma
SAMN07949230	disease	adenocarcinoma
SAMN07947780	disease	adenocarcinoma
SAMN07842037	disease	DOID:3008
SAMN06064870	disease	Cholangiocarcinoma
SAMN06064869	disease	Cholangiocarcinoma
SAMN06064868	disease	Cholangiocarcinoma
SAMN06064867	disease	Cholangiocarcinoma
SAMN06064866	disease	Cholangiocarcinoma
SAMN06064865	disease	Cholangiocarcinoma
SAMN07842036	disease	DOID:3008
SAMN07624451	disease	malignant melanoma
SAMN07624448	disease	malignant melanoma
SAMN07624447	disease	malignant melanoma
SAMN07624444	disease	malignant melanoma
SAMN07624441	disease	malignant melanoma
SAMN07624440	disease	malignant melanoma
SAMN05861244	disease	Glioblastoma
SAMN05861243	disease	Glioblastoma
SAMN05861242	disease	Glioblastoma
SAMN05861241	disease	Glioblastoma
SAMN05861240	disease	Glioblastoma
SAMN05861239	disease	Glioblastoma
SAMN05861238	disease	Glioblastoma
SAMN05861237	disease	Glioblastoma
SAMN05861236	disease	Glioblastoma
SAMN05861235	disease	Glioblastoma
SAMN05861234	disease	Glioblastoma
SAMN05861233	disease	Glioblastoma
SAMN07610267	disease	GCTB
SAMN07610266	disease	GCTB
SAMN07610265	disease	GCTB
SAMN07610264	disease	GCTB
SAMN07610263	disease	GCTB
SAMN07610262	disease	GCTB
SAMN07736389	disease	Acute Lymphoblastic Leukemia
SAMN07736388	disease	Acute Lymphoblastic Leukemia
SAMN07736387	disease	Acute Lymphoblastic Leukemia
SAMN07782269	disease	DOID:0050745
SAMN07782268	disease	DOID:0050745
SAMN07782267	disease	DOID:0050745
SAMN07782266	disease	DOID:0050745
SAMN07782265	disease	DOID:0050745
SAMN07782264	disease	DOID:0050745
SAMN07146431	disease	bone marrow cells from healthy donors
SAMN07146430	disease	bone marrow cells from healthy donors
SAMN07146429	disease	bone marrow cells from healthy donors
SAMN07146428	disease	bone marrow cells from healthy donors
SAMN07146427	disease	bone marrow cells from healthy donors
SAMN07146426	disease	bone marrow cells from healthy donors
SAMN07146425	disease	bone marrow cells from healthy donors
SAMN07146424	disease	bone marrow cells from healthy donors
SAMN07146423	disease	bone marrow cells from healthy donors
SAMN07146422	disease	bone marrow cells from healthy donors
SAMN07146421	disease	bone marrow cells from healthy donors
SAMN07146420	disease	bone marrow cells from healthy donors
SAMN07146419	disease	bone marrow cells from healthy donors
SAMN07146418	disease	bone marrow cells from healthy donors
SAMN07146417	disease	bone marrow cells from healthy donors
SAMN07146416	disease	bone marrow cells from healthy donors
SAMN07146415	disease	bone marrow cells from healthy donors
SAMN07146414	disease	bone marrow cells from healthy donors
SAMN07146411	disease	bone marrow cells from healthy donors
SAMN07146410	disease	bone marrow cells from healthy donors
SAMN07146409	disease	bone marrow cells from healthy donors
SAMN07146408	disease	bone marrow cells from healthy donors
SAMN07146407	disease	bone marrow cells from healthy donors
SAMN07146406	disease	bone marrow cells from healthy donors
SAMN07146405	disease	bone marrow cells from healthy donors
SAMN07146404	disease	bone marrow cells from healthy donors
SAMN07146403	disease	bone marrow cells from healthy donors
SAMN07146402	disease	bone marrow cells from healthy donors
SAMN07146401	disease	bone marrow cells from healthy donors
SAMN07146400	disease	bone marrow cells from healthy donors
SAMN07146399	disease	bone marrow cells from healthy donors
SAMN07146398	disease	bone marrow cells from healthy donors
SAMN07146397	disease	bone marrow cells from healthy donors
SAMN07146396	disease	bone marrow cells from healthy donors
SAMN07146395	disease	bone marrow cells from healthy donors
SAMN07146394	disease	bone marrow cells from healthy donors
SAMN07146393	disease	bone marrow cells from healthy donors
SAMN07146392	disease	bone marrow cells from healthy donors
SAMN07146391	disease	bone marrow cells from healthy donors
SAMN07146390	disease	bone marrow cells from healthy donors
SAMN07146389	disease	bone marrow cells from healthy donors
SAMN07146388	disease	bone marrow cells from healthy donors
SAMN07146387	disease	bone marrow cells from healthy donors
SAMN07146386	disease	bone marrow cells from healthy donors
SAMN07146385	disease	bone marrow cells from healthy donors
SAMN07146384	disease	bone marrow cells from healthy donors
SAMN07146383	disease	bone marrow cells from healthy donors
SAMN07146382	disease	bone marrow cells from healthy donors
SAMN07146381	disease	bone marrow cells from healthy donors
SAMN07146380	disease	bone marrow cells from healthy donors
SAMN07146379	disease	bone marrow cells from healthy donors
SAMN07146378	disease	bone marrow cells from healthy donors
SAMN07146377	disease	bone marrow cells from healthy donors
SAMN07146376	disease	bone marrow cells from healthy donors
SAMN07146375	disease	bone marrow cells from healthy donors
SAMN07146374	disease	bone marrow cells from healthy donors
SAMN07146373	disease	bone marrow cells from healthy donors
SAMN07146372	disease	bone marrow cells from healthy donors
SAMN07146371	disease	bone marrow cells from healthy donors
SAMN07146370	disease	bone marrow cells from healthy donors
SAMN07146369	disease	bone marrow cells from healthy donors
SAMN07146368	disease	bone marrow cells from healthy donors
SAMN07146367	disease	bone marrow cells from healthy donors
SAMN07146366	disease	bone marrow cells from healthy donors
SAMN07146365	disease	bone marrow cells from healthy donors
SAMN07146364	disease	bone marrow cells from healthy donors
SAMN07146363	disease	bone marrow cells from healthy donors
SAMN07146362	disease	bone marrow cells from healthy donors
SAMN07146361	disease	bone marrow cells from healthy donors
SAMN07146360	disease	bone marrow cells from healthy donors
SAMN07146359	disease	bone marrow cells from healthy donors
SAMN07146358	disease	bone marrow cells from healthy donors
SAMN07146357	disease	bone marrow cells from healthy donors
SAMN07146356	disease	bone marrow cells from healthy donors
SAMN07146355	disease	bone marrow cells from healthy donors
SAMN07146354	disease	bone marrow cells from healthy donors
SAMN07146353	disease	bone marrow cells from healthy donors
SAMN07146352	disease	bone marrow cells from healthy donors
SAMN07146351	disease	bone marrow cells from healthy donors
SAMN07146350	disease	bone marrow cells from healthy donors
SAMN07146349	disease	bone marrow cells from healthy donors
SAMN07146348	disease	bone marrow cells from healthy donors
SAMN07146347	disease	bone marrow cells from healthy donors
SAMN07146346	disease	bone marrow cells from healthy donors
SAMN07146345	disease	bone marrow cells from healthy donors
SAMN07146344	disease	bone marrow cells from healthy donors
SAMN07146343	disease	bone marrow cells from healthy donors
SAMN07146342	disease	bone marrow cells from healthy donors
SAMN07146341	disease	bone marrow cells from healthy donors
SAMN07146340	disease	bone marrow cells from healthy donors
SAMN07146339	disease	bone marrow cells from healthy donors
SAMN07146338	disease	bone marrow cells from healthy donors
SAMN07146337	disease	bone marrow cells from healthy donors
SAMN07146336	disease	bone marrow cells from healthy donors
SAMN07146335	disease	bone marrow cells from healthy donors
SAMN07146334	disease	bone marrow cells from healthy donors
SAMN07146333	disease	bone marrow cells from healthy donors
SAMN07146332	disease	bone marrow cells from healthy donors
SAMN07146331	disease	bone marrow cells from healthy donors
SAMN07146330	disease	bone marrow cells from healthy donors
SAMN07146329	disease	bone marrow cells from healthy donors
SAMN07146328	disease	bone marrow cells from healthy donors
SAMN07146327	disease	bone marrow cells from healthy donors
SAMN07146326	disease	bone marrow cells from healthy donors
SAMN07146325	disease	bone marrow cells from healthy donors
SAMN07146324	disease	bone marrow cells from healthy donors
SAMN07146323	disease	bone marrow cells from healthy donors
SAMN07146322	disease	bone marrow cells from healthy donors
SAMN07146321	disease	bone marrow cells from healthy donors
SAMN07146320	disease	bone marrow cells from healthy donors
SAMN07146319	disease	bone marrow cells from healthy donors
SAMN07146318	disease	bone marrow cells from healthy donors
SAMN07146317	disease	bone marrow cells from healthy donors
SAMN07146316	disease	bone marrow cells from healthy donors
