Acc	AttrName	AttrVal
SAMN08905666	race	White or Caucasian
SAMN08905666	treatment	MEC + Lenalidomide
SAMN08905666	FLAG	0
SAMN08905665	isolate	41221
SAMN08905665	age	2.5
SAMN08905665	sex	male
SAMN08905665	tissue	blood
SAMN08905665	biomaterial_provider	missing
SAMN08905665	disease	B-ALL with t(12;21) TEL-AML1 (ETV6-RUNX1)
SAMN08905665	ethnicity	missing
SAMN08905665	health_state	untreated
SAMN08905665	karyotype	unavailable
SAMN08905665	race	missing
SAMN08905665	treatment	None
SAMN08905665	FLAG	0
SAMN08905664	isolate	14552
SAMN08905664	age	2.97
SAMN08905664	sex	female
SAMN08905664	tissue	bone marrow
SAMN08905664	biomaterial_provider	missing
SAMN08905664	disease	B-ALL NOS
SAMN08905664	ethnicity	missing
SAMN08905664	health_state	untreated
SAMN08905664	karyotype	46~47,XX,add(2)(p13),add(5)(q31),-7,+10,add(12)(p13),+16,+21[cp2]/46,XX[19]
SAMN08905664	race	missing
SAMN08905664	treatment	None
SAMN08905664	FLAG	0
SAMN08905663	isolate	86372
SAMN08905663	age	2.83
SAMN08905663	sex	female
SAMN08905663	tissue	bone marrow
SAMN08905663	biomaterial_provider	missing
SAMN08905663	disease	B-ALL NOS
SAMN08905663	ethnicity	White or Caucasian
SAMN08905663	health_state	Relapse
SAMN08905663	karyotype	46,XX[20]
SAMN08905663	race	White/American
SAMN08905663	treatment	AALL0631 COG study with Lestaurnib, arm C
SAMN08905663	FLAG	0
SAMN08905662	isolate	81756
SAMN08905662	age	31
SAMN08905662	sex	female
SAMN08905662	tissue	blood
SAMN08905662	biomaterial_provider	missing
SAMN08905662	disease	B-ALL with t(9;22) BCR-ABL
SAMN08905662	ethnicity	Black or African American
SAMN08905662	health_state	Relapsed post-chemomoleculartherapy
SAMN08905662	karyotype	missing
SAMN08905662	race	Black or African American
SAMN08905662	treatment	IT ara-C 
SAMN08905662	FLAG	0
SAMN08905661	isolate	92612
SAMN08905661	age	28
SAMN08905661	sex	male
SAMN08905661	tissue	bone marrow
SAMN08905661	biomaterial_provider	missing
SAMN08905661	disease	B-ALL with t(9;22) BCR-ABL
SAMN08905661	ethnicity	White or Caucasian
SAMN08905661	health_state	Refractory post-chemotherapy
SAMN08905661	karyotype	46,XY,t(9;22)(q34;q11.2)[11]/46,XY[9]
SAMN08905661	race	White or Caucasian
SAMN08905661	treatment	Ara-C + Doxorubicin + Vincristine + Prednisone + High-dose methotrexate with leucovorin rescue + L-asparaginase
SAMN08905661	FLAG	0
SAMN08905660	isolate	39779
SAMN08905660	age	70
SAMN08905660	sex	male
SAMN08905660	tissue	skin
SAMN08905660	biomaterial_provider	missing
SAMN08905660	disease	AML with MDS-related changes
SAMN08905660	ethnicity	White or Caucasian
SAMN08905660	health_state	Relapse post-chemotherapy
SAMN08905660	karyotype	48,XY,t(1;13)(p34;q34),+8,del(9)(p21),der(11)t(9;11)(p21;q23),+19,del(20)(q11.2)[cp5]/48,idem,der(3)t(3;9)(p21;q13),-del(9),+der(9)del(9)(p21)t(9;11)(p21;q23)[cp15]
SAMN08905660	race	White or Caucasian
SAMN08905660	treatment	Induction 7+3 
SAMN08905660	FLAG	0
SAMN08905659	isolate	10161
SAMN08905659	age	55
SAMN08905659	sex	male
SAMN08905659	tissue	blood
SAMN08905659	biomaterial_provider	missing
SAMN08905659	disease	AML with inv(3)(q21q26.2) RPN1-EVI1
SAMN08905659	ethnicity	missing
SAMN08905659	health_state	missing
SAMN08905659	karyotype	46,XY,inv(3)(q21q26.2)[19]; 46,XY[1]
SAMN08905659	race	missing
SAMN08905659	FLAG	0
SAMN08905658	isolate	90281
SAMN08905658	age	59
SAMN08905658	sex	male
SAMN08905658	tissue	bone marrow
SAMN08905658	biomaterial_provider	missing
SAMN08905658	disease	B-ALL with t(9;22) BCR-ABL
SAMN08905658	ethnicity	Unavailable
SAMN08905658	health_state	untreated
SAMN08905658	karyotype	46,XY,t(9;22)(q34;q11.2)[9]/45,XY,idem,-7[7]
SAMN08905658	race	Unavailable
SAMN08905658	treatment	None
SAMN08905658	FLAG	0
SAMN08905657	isolate	31357
SAMN08905657	age	70
SAMN08905657	sex	male
SAMN08905657	tissue	lymph node
SAMN08905657	biomaterial_provider	missing
SAMN08905657	disease	B-cell lymphoma, unclassifiable, with features intermediate between DLBCL and BL
SAMN08905657	ethnicity	White or Caucasian
SAMN08905657	health_state	Refractory post-chemoimmunotherapy
SAMN08905657	karyotype	nuc ish(MYCx2)(5'MYC sep 3'MYCx1)[22/50],(BCL2x2)( 3'BCL2 sep 5'BCL2x1)[43/50],(BCL6x2)(3'BCL6 sep 5'BCL6x1)[42/50]
SAMN08905657	race	White or Caucasian
SAMN08905657	treatment	daR-EPOCH 
SAMN08905657	FLAG	0
SAMN08905656	isolate	13796
SAMN08905656	age	60
SAMN08905656	sex	male
SAMN08905656	tissue	lymph node
SAMN08905656	biomaterial_provider	missing
SAMN08905656	disease	DLBCL NOS
SAMN08905656	ethnicity	White or Caucasian
SAMN08905656	health_state	Persistent post-chemoimmunotherapy
SAMN08905656	karyotype	missing
SAMN08905656	race	White or Caucasian
SAMN08905656	treatment	R-CHOP 
SAMN08905656	FLAG	0
SAMN08905655	isolate	96061
SAMN08905655	age	62
SAMN08905655	sex	female
SAMN08905655	tissue	blood
SAMN08905655	biomaterial_provider	missing
SAMN08905655	disease	B-ALL with t(9;22) BCR-ABL
SAMN08905655	ethnicity	White or Caucasian
SAMN08905655	health_state	Relapse after multiple modalities
SAMN08905655	karyotype	46,XX,t(9;22)(q34;q11.2,del(11)([11.2))[1]//46,XY[19]
SAMN08905655	race	White or Caucasian
SAMN08905655	treatment	Imatinib 
SAMN08905655	FLAG	0
SAMN08905654	isolate	23176
SAMN08905654	age	missing
SAMN08905654	sex	missing
SAMN08905654	tissue	bone marrow
SAMN08905654	biomaterial_provider	missing
SAMN08905654	disease	B-ALL
SAMN08905654	ethnicity	missing
SAMN08905654	health_state	missing
SAMN08905654	race	missing
SAMN08905654	treatment	missing
SAMN08905654	FLAG	0
SAMN08905653	isolate	12313
SAMN08905653	age	54
SAMN08905653	sex	male
SAMN08905653	tissue	blood
SAMN08905653	biomaterial_provider	missing
SAMN08905653	disease	Acute myelomonocytic leukemia
SAMN08905653	ethnicity	missing
SAMN08905653	health_state	untreated
SAMN08905653	karyotype	46,XY[21]
SAMN08905653	race	missing
SAMN08905653	treatment	None
SAMN08905653	FLAG	0
SAMN08905652	isolate	70506
SAMN08905652	age	35
SAMN08905652	sex	female
SAMN08905652	tissue	blood
SAMN08905652	biomaterial_provider	missing
SAMN08905652	disease	AML with recurrent gene mutations
SAMN08905652	ethnicity	missing
SAMN08905652	health_state	missing
SAMN08905652	karyotype	46,XX[20]
SAMN08905652	race	missing
SAMN08905652	treatment	missing
SAMN08905652	FLAG	0
SAMN08905651	isolate	96639
SAMN08905651	age	missing
SAMN08905651	sex	male
SAMN08905651	tissue	blood
SAMN08905651	biomaterial_provider	missing
SAMN08905651	disease	AML with recurrent gene mutations
SAMN08905651	ethnicity	missing
SAMN08905651	health_state	Primary refractory
SAMN08905651	karyotype	46,XY,add(6)(q21),add(9)(p24)[10]/46,XY[10]
SAMN08905651	race	missing
SAMN08905651	treatment	Induction Daunorubicin, etoposide, and low dose cytarabine
SAMN08905651	FLAG	0
SAMN08905650	isolate	83675
SAMN08905650	age	60
SAMN08905650	sex	female
SAMN08905650	tissue	lymph node
SAMN08905650	biomaterial_provider	missing
SAMN08905650	disease	Burkitt lymphoma
SAMN08905650	ethnicity	White or Caucasian
SAMN08905650	health_state	untreated
SAMN08905650	karyotype	45,X,-X,t(8;14)(q24;q32)[10]
SAMN08905650	race	White or Caucasian
SAMN08905650	treatment	None
SAMN08905650	FLAG	0
SAMN08905649	isolate	49659
SAMN08905649	age	64
SAMN08905649	sex	male
SAMN08905649	tissue	lymph node
SAMN08905649	biomaterial_provider	missing
SAMN08905649	disease	DLBCL NOS
SAMN08905649	ethnicity	White or Caucasian
SAMN08905649	health_state	Relapse post-autologous HSCT
SAMN08905649	race	White or Caucasian
SAMN08905649	treatment	Rituximab + bortezomib 
SAMN08905649	FLAG	0
SAMN08905648	isolate	22685
SAMN08905648	age	54
SAMN08905648	sex	male
SAMN08905648	tissue	blood
SAMN08905648	biomaterial_provider	missing
SAMN08905648	disease	Primary cutaneous CD30+ T-cell lymphoproliferative disorder
SAMN08905648	ethnicity	Black or African American
SAMN08905648	health_state	Persistent post-chemoimmunotherapy
SAMN08905648	race	Black or African American
SAMN08905648	treatment	Brentuximab 
SAMN08905648	FLAG	0
SAMN08905647	isolate	21161
SAMN08905647	age	66
SAMN08905647	sex	female
SAMN08905647	tissue	bone marrow
SAMN08905647	biomaterial_provider	missing
SAMN08905647	disease	Follicular lymphoma
SAMN08905647	ethnicity	White or Caucasian
SAMN08905647	health_state	Relapse after multiple modalities
SAMN08905647	karyotype	missing
SAMN08905647	race	White or Caucasian
SAMN08905647	treatment	R-CHOP 
SAMN08905647	FLAG	0
SAMN08905646	isolate	13086
SAMN08905646	age	26
SAMN08905646	sex	male
SAMN08905646	tissue	blood
SAMN08905646	biomaterial_provider	missing
SAMN08905646	disease	AML with recurrent gene mutations
SAMN08905646	ethnicity	Unavailable
SAMN08905646	health_state	Relapse post-chemotherapy
SAMN08905646	karyotype	48,XY,t(2;14)(q37;q22),+8,+13[cp17]/45,XY,-4,der(19)t(4;19)(q21;q13.4),add(20)(q11.2)[1]/46,XY,add(5)(q22),t(12;13)(q24;q12),+2mar[cp2]
SAMN08905646	race	Unavailable
SAMN08905646	treatment	s/p 7+3 
SAMN08905646	FLAG	0
SAMN08905645	isolate	86670
SAMN08905645	age	75
SAMN08905645	sex	male
SAMN08905645	tissue	bone marrow
SAMN08905645	biomaterial_provider	missing
SAMN08905645	disease	Therapy-related AML
SAMN08905645	ethnicity	Unavailable
SAMN08905645	health_state	untreated
SAMN08905645	race	Unavailable
SAMN08905645	treatment	None
SAMN08905645	FLAG	0
SAMN08905644	isolate	67119
SAMN08905644	age	70
SAMN08905644	sex	male
SAMN08905644	tissue	bone marrow
SAMN08905644	biomaterial_provider	missing
SAMN08905644	disease	AML with MDS-related changes
SAMN08905644	ethnicity	White or Caucasian
SAMN08905644	health_state	Persistent post-chemoimmunotherapy
SAMN08905644	karyotype	46,XY,del(5)(q15q31),inv(9)c[1]/46,XY,add(2)(q37)-3,del(5)(q15q31),-7,+8,inv(9)c,i(21)(q10),+22[1]/46,idem, -del(5),+add(5)(q11.2),del(10)(q24)[3],-11,+der(?)t(7;?)(p12;?),+mar1[cp14]/46,XY,inv(9)c[4]
SAMN08905644	race	White or Caucasian
SAMN08905644	treatment	Decitabine
SAMN08905644	FLAG	0
SAMN08905643	isolate	61210
SAMN08905643	age	65
SAMN08905643	sex	male
SAMN08905643	tissue	bone marrow
SAMN08905643	biomaterial_provider	missing
SAMN08905643	disease	AML
SAMN08905643	ethnicity	missing
SAMN08905643	health_state	missing
SAMN08905643	karyotype	46,XY,-7,+21[3]; 47,idem,+13[3]; 46,XY[7]
SAMN08905643	race	missing
SAMN08905643	treatment	missing
SAMN08905643	FLAG	1
SAMN08905642	isolate	95534
SAMN08905642	age	44
SAMN08905642	sex	male
SAMN08905642	tissue	bone marrow
SAMN08905642	biomaterial_provider	missing
SAMN08905642	disease	AML with recurrent gene mutations
SAMN08905642	ethnicity	missing
SAMN08905642	health_state	missing
SAMN08905642	karyotype	46,XY[20]
SAMN08905642	race	missing
SAMN08905642	treatment	missing
SAMN08905642	FLAG	0
SAMN08905641	isolate	59398
SAMN08905641	age	40
SAMN08905641	sex	female
SAMN08905641	tissue	blood
SAMN08905641	biomaterial_provider	missing
SAMN08905641	disease	AML
SAMN08905641	ethnicity	missing
SAMN08905641	health_state	missing
SAMN08905641	karyotype	46XX[20]
SAMN08905641	race	missing
SAMN08905641	treatment	missing
SAMN08905641	FLAG	0
SAMN08501408	source_name	PBLs
SAMN08501408	tissue	PBLs
SAMN08501408	disease	C9-ALS/FTD
SAMN08501407	source_name	PBLs
SAMN08501407	tissue	PBLs
SAMN08501407	disease	C9-ALS/FTD
SAMN08501406	source_name	PBLs
SAMN08501406	tissue	PBLs
SAMN08501406	disease	sALS
SAMN08501405	source_name	PBLs
SAMN08501405	tissue	PBLs
SAMN08501405	disease	sALS
SAMN08501404	source_name	Cerebellum
SAMN08501404	tissue	Cerebellum
SAMN08501404	disease	Control
SAMN08501403	source_name	PBLs
SAMN08501403	tissue	PBLs
SAMN08501403	disease	DM2
SAMN08501402	source_name	Cerebellum
SAMN08501402	tissue	Cerebellum
SAMN08501402	disease	SCA10
SAMN08501401	source_name	PBLs
SAMN08501401	tissue	PBLs
SAMN08501401	disease	DM2
SAMN08501400	source_name	PBLs
SAMN08501400	tissue	PBLs
SAMN08501400	disease	DM2
SAMN08501399	source_name	Fibroblast
SAMN08501399	tissue	Fibroblast
SAMN08501399	disease	Control
SAMN08501398	source_name	Fibroblast
SAMN08501398	tissue	Fibroblast
SAMN08501398	disease	Control
SAMN08501397	source_name	Fibroblast
SAMN08501397	tissue	Fibroblast
SAMN08501397	disease	SCA10
SAMN08501396	source_name	Fibroblast
SAMN08501396	tissue	Fibroblast
SAMN08501396	disease	SCA10
SAMN08501395	source_name	PBLs
SAMN08501395	tissue	PBLs
SAMN08501395	disease	C9-ALS/FTD
SAMN08501394	source_name	Fibroblast
SAMN08501394	tissue	Fibroblast
SAMN08501394	disease	SCA10
SAMN08501393	source_name	Fibroblast
SAMN08501393	tissue	Fibroblast
SAMN08501393	disease	SCA10
SAMN08501392	source_name	Fibroblast
SAMN08501392	tissue	Fibroblast
SAMN08501392	disease	Control
SAMN08501391	source_name	Fibroblast
SAMN08501391	tissue	Fibroblast
SAMN08501391	disease	Control
SAMEA104724195	isolate	not applicable
SAMEA104724195	organism	Homo sapiens
SAMEA104724195	individual	P9
SAMEA104724195	developmental stage	juvenile stage
SAMEA104724195	sex	male
SAMEA104724195	organism part	blood
SAMEA104724195	cell_type	mononuclear cell
SAMEA104724195	disease	Low Grade Glioma
SAMEA104724195	clinical information	peptide vaccine immunotherapy
SAMEA104724195	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724195	ENA-LAST-UPDATE	2018-03-28
SAMEA104724194	isolate	not applicable
SAMEA104724194	organism	Homo sapiens
SAMEA104724194	individual	P9
SAMEA104724194	developmental stage	juvenile stage
SAMEA104724194	sex	male
SAMEA104724194	organism part	blood
SAMEA104724194	cell_type	mononuclear cell
SAMEA104724194	disease	Low Grade Glioma
SAMEA104724194	clinical information	peptide vaccine immunotherapy
SAMEA104724194	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724194	ENA-LAST-UPDATE	2018-03-28
SAMEA104724193	isolate	not applicable
SAMEA104724193	organism	Homo sapiens
SAMEA104724193	individual	P9
SAMEA104724193	developmental stage	juvenile stage
SAMEA104724193	sex	male
SAMEA104724193	organism part	blood
SAMEA104724193	cell_type	mononuclear cell
SAMEA104724193	disease	Low Grade Glioma
SAMEA104724193	clinical information	peptide vaccine immunotherapy
SAMEA104724193	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724193	ENA-LAST-UPDATE	2018-03-28
SAMEA104724192	isolate	not applicable
SAMEA104724192	organism	Homo sapiens
SAMEA104724192	individual	P9
SAMEA104724192	developmental stage	juvenile stage
SAMEA104724192	sex	male
SAMEA104724192	organism part	blood
SAMEA104724192	cell_type	mononuclear cell
SAMEA104724192	disease	Low Grade Glioma
SAMEA104724192	clinical information	peptide vaccine immunotherapy
SAMEA104724192	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724192	ENA-LAST-UPDATE	2018-03-28
SAMEA104724191	isolate	not applicable
SAMEA104724191	organism	Homo sapiens
SAMEA104724191	individual	P8
SAMEA104724191	developmental stage	juvenile stage
SAMEA104724191	sex	female
SAMEA104724191	organism part	blood
SAMEA104724191	cell_type	mononuclear cell
SAMEA104724191	disease	Low Grade Glioma
SAMEA104724191	clinical information	peptide vaccine immunotherapy
SAMEA104724191	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724191	ENA-LAST-UPDATE	2018-03-28
SAMEA104724190	isolate	not applicable
SAMEA104724190	organism	Homo sapiens
SAMEA104724190	individual	P8
SAMEA104724190	developmental stage	juvenile stage
SAMEA104724190	sex	female
SAMEA104724190	organism part	blood
SAMEA104724190	cell_type	mononuclear cell
SAMEA104724190	disease	Low Grade Glioma
SAMEA104724190	clinical information	peptide vaccine immunotherapy
SAMEA104724190	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724190	ENA-LAST-UPDATE	2018-03-28
SAMEA104724189	isolate	not applicable
SAMEA104724189	organism	Homo sapiens
SAMEA104724189	individual	P8
SAMEA104724189	developmental stage	juvenile stage
SAMEA104724189	sex	female
SAMEA104724189	organism part	blood
SAMEA104724189	cell_type	mononuclear cell
SAMEA104724189	disease	Low Grade Glioma
SAMEA104724189	clinical information	peptide vaccine immunotherapy
SAMEA104724189	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724189	ENA-LAST-UPDATE	2018-03-28
SAMEA104724188	isolate	not applicable
SAMEA104724188	organism	Homo sapiens
SAMEA104724188	individual	P8
SAMEA104724188	developmental stage	juvenile stage
SAMEA104724188	sex	female
SAMEA104724188	organism part	blood
SAMEA104724188	cell_type	mononuclear cell
SAMEA104724188	disease	Low Grade Glioma
SAMEA104724188	clinical information	peptide vaccine immunotherapy
SAMEA104724188	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724188	ENA-LAST-UPDATE	2018-03-28
SAMEA104724187	isolate	not applicable
SAMEA104724187	organism	Homo sapiens
SAMEA104724187	individual	P7
SAMEA104724187	developmental stage	juvenile stage
SAMEA104724187	sex	male
SAMEA104724187	organism part	blood
SAMEA104724187	cell_type	mononuclear cell
SAMEA104724187	disease	Low Grade Glioma
SAMEA104724187	clinical information	peptide vaccine immunotherapy
SAMEA104724187	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724187	ENA-LAST-UPDATE	2018-03-28
SAMEA104724186	isolate	not applicable
SAMEA104724186	organism	Homo sapiens
SAMEA104724186	individual	P7
SAMEA104724186	developmental stage	juvenile stage
SAMEA104724186	sex	male
SAMEA104724186	organism part	blood
SAMEA104724186	cell_type	mononuclear cell
SAMEA104724186	disease	Low Grade Glioma
SAMEA104724186	clinical information	peptide vaccine immunotherapy
SAMEA104724186	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724186	ENA-LAST-UPDATE	2018-03-28
SAMEA104724185	isolate	not applicable
SAMEA104724185	organism	Homo sapiens
SAMEA104724185	individual	P7
SAMEA104724185	developmental stage	juvenile stage
SAMEA104724185	sex	male
SAMEA104724185	organism part	blood
SAMEA104724185	cell_type	mononuclear cell
SAMEA104724185	disease	Low Grade Glioma
SAMEA104724185	clinical information	peptide vaccine immunotherapy
SAMEA104724185	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724185	ENA-LAST-UPDATE	2018-03-28
SAMEA104724184	isolate	not applicable
SAMEA104724184	organism	Homo sapiens
SAMEA104724184	individual	P7
SAMEA104724184	developmental stage	juvenile stage
SAMEA104724184	sex	male
SAMEA104724184	organism part	blood
SAMEA104724184	cell_type	mononuclear cell
SAMEA104724184	disease	Low Grade Glioma
SAMEA104724184	clinical information	peptide vaccine immunotherapy
SAMEA104724184	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724184	ENA-LAST-UPDATE	2018-03-28
SAMEA104724183	isolate	not applicable
SAMEA104724183	organism	Homo sapiens
SAMEA104724183	individual	P6
SAMEA104724183	developmental stage	juvenile stage
SAMEA104724183	sex	female
SAMEA104724183	organism part	blood
SAMEA104724183	cell_type	mononuclear cell
SAMEA104724183	disease	Low Grade Glioma
SAMEA104724183	clinical information	peptide vaccine immunotherapy
SAMEA104724183	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724183	ENA-LAST-UPDATE	2018-03-28
SAMEA104724182	isolate	not applicable
SAMEA104724182	organism	Homo sapiens
SAMEA104724182	individual	P6
SAMEA104724182	developmental stage	juvenile stage
SAMEA104724182	sex	female
SAMEA104724182	organism part	blood
SAMEA104724182	cell_type	mononuclear cell
SAMEA104724182	disease	Low Grade Glioma
SAMEA104724182	clinical information	peptide vaccine immunotherapy
SAMEA104724182	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724182	ENA-LAST-UPDATE	2018-03-28
SAMEA104724181	isolate	not applicable
SAMEA104724181	organism	Homo sapiens
SAMEA104724181	individual	P6
SAMEA104724181	developmental stage	juvenile stage
SAMEA104724181	sex	female
SAMEA104724181	organism part	blood
SAMEA104724181	cell_type	mononuclear cell
SAMEA104724181	disease	Low Grade Glioma
SAMEA104724181	clinical information	peptide vaccine immunotherapy
SAMEA104724181	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724181	ENA-LAST-UPDATE	2018-03-28
SAMEA104724180	isolate	not applicable
SAMEA104724180	organism	Homo sapiens
SAMEA104724180	individual	P6
SAMEA104724180	developmental stage	juvenile stage
SAMEA104724180	sex	female
SAMEA104724180	organism part	blood
SAMEA104724180	cell_type	mononuclear cell
SAMEA104724180	disease	Low Grade Glioma
SAMEA104724180	clinical information	peptide vaccine immunotherapy
SAMEA104724180	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724180	ENA-LAST-UPDATE	2018-03-28
SAMEA104724179	isolate	not applicable
SAMEA104724179	organism	Homo sapiens
SAMEA104724179	individual	P6
SAMEA104724179	developmental stage	juvenile stage
SAMEA104724179	sex	female
SAMEA104724179	organism part	blood
SAMEA104724179	cell_type	mononuclear cell
SAMEA104724179	disease	Low Grade Glioma
SAMEA104724179	clinical information	peptide vaccine immunotherapy
SAMEA104724179	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724179	ENA-LAST-UPDATE	2018-03-28
SAMEA104724178	isolate	not applicable
SAMEA104724178	organism	Homo sapiens
SAMEA104724178	individual	P6
SAMEA104724178	developmental stage	juvenile stage
SAMEA104724178	sex	female
SAMEA104724178	organism part	blood
SAMEA104724178	cell_type	mononuclear cell
SAMEA104724178	disease	Low Grade Glioma
SAMEA104724178	clinical information	peptide vaccine immunotherapy
SAMEA104724178	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724178	ENA-LAST-UPDATE	2018-03-28
SAMEA104724177	isolate	not applicable
SAMEA104724177	organism	Homo sapiens
SAMEA104724177	individual	P5
SAMEA104724177	developmental stage	juvenile stage
SAMEA104724177	sex	male
SAMEA104724177	organism part	blood
SAMEA104724177	cell_type	mononuclear cell
SAMEA104724177	disease	Low Grade Glioma
SAMEA104724177	clinical information	peptide vaccine immunotherapy
SAMEA104724177	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724177	ENA-LAST-UPDATE	2018-03-28
SAMEA104724176	isolate	not applicable
SAMEA104724176	organism	Homo sapiens
SAMEA104724176	individual	P5
SAMEA104724176	developmental stage	juvenile stage
SAMEA104724176	sex	male
SAMEA104724176	organism part	blood
SAMEA104724176	cell_type	mononuclear cell
SAMEA104724176	disease	Low Grade Glioma
SAMEA104724176	clinical information	peptide vaccine immunotherapy
SAMEA104724176	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724176	ENA-LAST-UPDATE	2018-03-28
SAMEA104724175	isolate	not applicable
SAMEA104724175	organism	Homo sapiens
SAMEA104724175	individual	P5
SAMEA104724175	developmental stage	juvenile stage
SAMEA104724175	sex	male
SAMEA104724175	organism part	blood
SAMEA104724175	cell_type	mononuclear cell
SAMEA104724175	disease	Low Grade Glioma
SAMEA104724175	clinical information	peptide vaccine immunotherapy
SAMEA104724175	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724175	ENA-LAST-UPDATE	2018-03-28
SAMEA104724174	isolate	not applicable
SAMEA104724174	organism	Homo sapiens
SAMEA104724174	individual	P5
SAMEA104724174	developmental stage	juvenile stage
SAMEA104724174	sex	male
SAMEA104724174	organism part	blood
SAMEA104724174	cell_type	mononuclear cell
SAMEA104724174	disease	Low Grade Glioma
SAMEA104724174	clinical information	peptide vaccine immunotherapy
SAMEA104724174	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724174	ENA-LAST-UPDATE	2018-03-28
SAMEA104724173	isolate	not applicable
SAMEA104724173	organism	Homo sapiens
SAMEA104724173	individual	P5
SAMEA104724173	developmental stage	juvenile stage
SAMEA104724173	sex	male
SAMEA104724173	organism part	blood
SAMEA104724173	cell_type	mononuclear cell
SAMEA104724173	disease	Low Grade Glioma
SAMEA104724173	clinical information	peptide vaccine immunotherapy
SAMEA104724173	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724173	ENA-LAST-UPDATE	2018-03-28
SAMEA104724172	isolate	not applicable
SAMEA104724172	organism	Homo sapiens
SAMEA104724172	individual	P5
SAMEA104724172	developmental stage	juvenile stage
SAMEA104724172	sex	male
SAMEA104724172	organism part	blood
SAMEA104724172	cell_type	mononuclear cell
SAMEA104724172	disease	Low Grade Glioma
SAMEA104724172	clinical information	peptide vaccine immunotherapy
SAMEA104724172	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724172	ENA-LAST-UPDATE	2018-03-28
SAMEA104724171	isolate	not applicable
SAMEA104724171	organism	Homo sapiens
SAMEA104724171	individual	P4
SAMEA104724171	developmental stage	juvenile stage
SAMEA104724171	sex	female
SAMEA104724171	organism part	blood
SAMEA104724171	cell_type	mononuclear cell
SAMEA104724171	disease	Low Grade Glioma
SAMEA104724171	clinical information	peptide vaccine immunotherapy
SAMEA104724171	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724171	ENA-LAST-UPDATE	2018-03-28
SAMEA104724170	isolate	not applicable
SAMEA104724170	organism	Homo sapiens
SAMEA104724170	individual	P4
SAMEA104724170	developmental stage	juvenile stage
SAMEA104724170	sex	female
SAMEA104724170	organism part	blood
SAMEA104724170	cell_type	mononuclear cell
SAMEA104724170	disease	Low Grade Glioma
SAMEA104724170	clinical information	peptide vaccine immunotherapy
SAMEA104724170	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724170	ENA-LAST-UPDATE	2018-03-28
SAMEA104724169	isolate	not applicable
SAMEA104724169	organism	Homo sapiens
SAMEA104724169	individual	P4
SAMEA104724169	developmental stage	juvenile stage
SAMEA104724169	sex	female
SAMEA104724169	organism part	blood
SAMEA104724169	cell_type	mononuclear cell
SAMEA104724169	disease	Low Grade Glioma
SAMEA104724169	clinical information	peptide vaccine immunotherapy
SAMEA104724169	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724169	ENA-LAST-UPDATE	2018-03-28
SAMEA104724168	isolate	not applicable
SAMEA104724168	organism	Homo sapiens
SAMEA104724168	individual	P4
SAMEA104724168	developmental stage	juvenile stage
SAMEA104724168	sex	female
SAMEA104724168	organism part	blood
SAMEA104724168	cell_type	mononuclear cell
SAMEA104724168	disease	Low Grade Glioma
SAMEA104724168	clinical information	peptide vaccine immunotherapy
SAMEA104724168	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724168	ENA-LAST-UPDATE	2018-03-28
SAMEA104724167	isolate	not applicable
SAMEA104724167	organism	Homo sapiens
SAMEA104724167	individual	P4
SAMEA104724167	developmental stage	juvenile stage
SAMEA104724167	sex	female
SAMEA104724167	organism part	blood
SAMEA104724167	cell_type	mononuclear cell
SAMEA104724167	disease	Low Grade Glioma
SAMEA104724167	clinical information	peptide vaccine immunotherapy
SAMEA104724167	ENA-FIRST-PUBLIC	2018-04-03
SAMEA104724167	ENA-LAST-UPDATE	2018-03-28
SAMEA104724166	isolate	not applicable
SAMEA104724166	organism	Homo sapiens
SAMEA104724166	individual	P3
SAMEA104724166	developmental stage	juvenile stage
SAMEA104724166	sex	male
SAMEA104724166	organism part	blood
